ID,band,status,word,Pos,COCA-All,COCA-Acad,ratio,disp,range
2021,5,x,plane,n,36214,5963,0.576571892009385,0.886145029386634,8
2022,5,x,settle,v,31104,5963,0.671295476376925,0.933224152845798,9
2023,5,y,instance,n,11630,5962,1.79505356047695,0.946741666850952,8
2024,5,x,accompany,v,14657,5961,1.42409574397666,0.947031829498392,8
2025,5,y,alter,v,11976,5957,1.74173054141133,0.933497829608538,8
2026,5,r,mathematics,n,7880,5954,2.6457436798603,0.782923953518084,5
2027,5,x,living,j,18217,5950,1.14368193675003,0.927064358392559,9
2028,5,x,post,n,29135,5949,0.714980341612983,0.937946566338459,9
2029,5,x,glass,n,55835,5936,0.372265274423599,0.889106189015329,9
2030,5,y,indicator,n,8544,5934,2.43193216522469,0.905443127114839,8
2031,5,x,twice,r,28451,5932,0.730077158691005,0.940152554023826,9
2032,5,y,strengthen,v,10954,5930,1.89560179515755,0.936793067629139,8
2033,5,x,expense,n,17419,5923,1.19064877099656,0.934799523091733,9
2034,5,y,statistics,n,13329,5918,1.55468549760554,0.921899764255597,9
2035,5,x,essentially,r,16282,5905,1.2699227577774,0.941909738312366,9
2036,5,x,suggestion,n,14191,5895,1.4545744805385,0.952327343943289,9
2037,5,y,thereby,r,8046,5895,2.56548178639347,0.94978157823468,8
2038,5,x,supply,v,14344,5892,1.43832694413545,0.921806963736296,9
2039,5,y,accurate,j,12748,5885,1.6164771387286,0.924559409921785,8
2040,5,x,sidebar,n,25086,5884,0.821308657244327,0.896189772079234,7
2041,5,x,invite,v,24168,5884,0.852505336628235,0.948151621194459,9
2042,5,r,organizational,j,6905,5880,2.98180197249925,0.916579007430266,8
2043,5,r,ministry,n,12181,5879,1.68999597990529,0.877963248741699,7
2044,5,x,winter,n,35569,5876,0.578462601270303,0.89103980944744,9
2045,5,r,prayer,n,17948,5871,1.14541053711715,0.814751149750774,6
2046,5,x,towards,i,19763,5868,1.0396864622545,0.936707314973209,8
2047,5,x,look,n,71117,5865,0.28877510000271,0.932559928966101,9
2048,5,y,assembly,n,11835,5858,1.73319033922484,0.902499281422723,9
2049,5,x,dramatic,j,17408,5857,1.17812534902602,0.938960893605965,9
2050,5,x,baby,n,73089,5857,0.280600447069258,0.937296443384683,9
2051,5,r,hair,n,76257,5854,0.268805503877704,0.895722124469416,9
2052,5,y,acceptance,n,9503,5840,2.15187615120157,0.930390712497468,8
2053,5,x,wood,n,41318,5837,0.494669981563134,0.883570125583332,8
2054,5,y,stress,v,11711,5837,1.74526294067335,0.953563048714062,8
2055,5,x,branch,n,21396,5836,0.95509780843824,0.914914606759677,9
2056,5,y,stable,j,11976,5834,1.70576732895647,0.928877017125047,9
2057,5,y,guideline,n,11165,5832,1.82904311274704,0.934735312341595,9
2058,5,r,consciousness,n,10404,5823,1.95979931313841,0.888504769778351,8
2059,5,x,spot,n,34588,5818,0.588997458930471,0.872085379439724,8
2060,5,r,Catholic,n,11029,5817,1.84683493703927,0.784628441543818,4
2061,5,r,hearing,n,23149,5812,0.879140981303784,0.885642721536953,9
2062,5,x,dangerous,j,27358,5811,0.743758059336221,0.945172406024599,9
2063,5,x,match,v,19248,5808,1.05658916358465,0.924350626124224,9
2064,5,x,extra,j,26344,5807,0.771854184322671,0.910601899317376,9
2065,5,x,happy,j,56831,5807,0.357792870647999,0.954520857310692,9
2066,5,r,Christian,n,11586,5806,1.7547233767405,0.791891872863273,5
2067,5,x,depth,n,14084,5806,1.44349794397298,0.888285188880028,8
2068,5,y,justify,v,12150,5803,1.67240496101009,0.936232442798055,9
2069,5,x,unable,j,17075,5801,1.18961739961995,0.953732702721016,9
2070,5,x,talk,n,47414,5801,0.428411800280732,0.93982980123761,9
2071,5,x,carefully,r,24496,5801,0.829225877633517,0.950426704040948,9
2072,5,x,advance,n,15992,5795,1.2688661559045,0.934737896566455,9
2073,5,x,notice,v,42295,5793,0.479600529317008,0.942902368990148,9
2074,5,x,trust,n,16494,5792,1.22961093722456,0.929610058853603,9
2075,5,y,profile,n,13383,5790,1.51492188753044,0.924381924585428,9
2076,5,y,statistical,j,7330,5788,2.76496540832988,0.915742543465922,8
2077,5,x,confront,v,14841,5784,1.36467826208033,0.93980911128156,8
2078,5,x,flight,n,32279,5782,0.627224725356181,0.852166706133652,8
2079,5,x,wild,j,31900,5779,0.634347402605933,0.869708531190669,8
2080,5,x,sensitive,j,14102,5778,1.43470291832707,0.935932432908323,8
2081,5,y,attribute,v,9860,5775,2.05087989732306,0.948048883790945,8
2082,5,r,surgery,n,21813,5773,0.92672592535843,0.793852672691232,6
2083,5,r,vote,n,42958,5765,0.469916194859995,0.872983002976389,7
2084,5,y,scenario,n,12730,5761,1.58465463812033,0.90708690056814,9
2085,5,x,valley,n,27763,5761,0.726602079864272,0.892078609789399,9
2086,5,x,under,r,23428,5761,0.861048896332243,0.940766178121315,9
2087,5,r,score,v,22906,5756,0.87990681912455,0.90885889683746,9
2088,5,x,rare,j,20819,5752,0.967440282594892,0.920344819010195,9
2089,5,x,chair,n,46578,5749,0.432191903402897,0.934273754448455,9
2090,5,y,document,v,10039,5749,2.00524299997013,0.936077267879609,8
2091,5,x,childhood,n,17775,5746,1.13193416090336,0.926640113723655,8
2092,5,y,exclude,v,9412,5741,2.13585016634641,0.950325419371876,8
2093,5,r,priest,n,16182,5733,1.24055178930939,0.824126840241163,5
2094,5,x,expensive,j,23537,5731,0.852598286818315,0.904529472747862,9
2095,5,x,attack,v,26063,5728,0.769562257230548,0.907649156607687,9
2096,5,y,advance,v,13029,5725,1.53861358074732,0.941582518404142,9
2097,5,y,regardless,r,11955,5719,1.67508045255299,0.948148451494335,9
2098,5,x,extreme,j,14152,5718,1.41478838477883,0.937634106523247,9
2099,5,r,developmental,j,6886,5716,2.9066340464171,0.87327342381715,8
2100,5,r,counseling,n,10263,5712,1.94885274170362,0.806818704239986,4
2101,5,r,dog,n,57135,5711,0.350005672516378,0.908758563024113,9
2102,5,x,perfect,j,36898,5708,0.541684355048522,0.945903920659923,9
2103,5,r,provider,n,11212,5708,1.78264977993046,0.892758679342461,8
2104,5,y,sustain,v,11299,5708,1.76892373949733,0.950095739241441,9
2105,5,x,another,p,15505,5695,1.28613664476799,0.932221346377508,9
2106,5,x,leading,j,17008,5689,1.17124524599259,0.942906786083259,9
2107,5,y,consensus,n,10236,5689,1.94612535598299,0.929423463342927,9
2108,5,x,possibly,r,22694,5688,0.877634509339955,0.950546925602753,9
2109,5,x,charge,v,28618,5683,0.695350115680903,0.941677823345932,9
2110,5,x,adjust,v,15885,5678,1.25162239006303,0.920683188786986,9
2111,5,r,sister,n,52658,5673,0.377236388046382,0.90654275551276,9
2112,5,x,seat,n,48350,5669,0.4105585804803,0.924274382041596,9
2113,5,x,rarely,r,16167,5669,1.22784111871235,0.959438256855267,9
2114,5,x,specialist,n,14229,5664,1.39384351829487,0.93719638315687,9
2115,5,x,slowly,r,35725,5663,0.555059421495778,0.91250829646536,9
2116,5,y,mutual,j,12131,5660,1.63374767672028,0.932230126694879,9
2117,5,r,exhibition,n,15124,5653,1.3088126120158,0.836157967335823,4
2118,5,x,fly,v,44361,5645,0.445582138208769,0.86571761207432,9
2119,5,r,install,v,14724,5634,1.33985002413668,0.805993010688677,8
2120,5,x,trouble,n,42838,5630,0.460197614264547,0.958362098198704,9
2121,5,y,radical,j,11787,5628,1.67192179707328,0.92549335971894,9
2122,5,x,bed,n,64791,5620,0.303729368447083,0.905010713878006,8
2123,5,x,chemical,n,13449,5615,1.46192442312812,0.861101475651056,7
2124,5,y,commonly,r,8465,5597,2.31522657611254,0.934026380134252,8
2125,5,x,award,n,22957,5593,0.853089977404222,0.867492134030666,9
2126,5,x,feature,v,24159,5592,0.810500642509531,0.902324950424502,9
2127,5,x,famous,j,26669,5584,0.7331685594263,0.934513944298862,9
2128,5,x,travel,n,20417,5584,0.957676069517559,0.920250712635132,9
2129,5,y,virtue,n,9713,5575,2.00981756526421,0.899700116308606,8
2130,5,y,equation,n,7997,5574,2.44064729555212,0.87432236796677,8
2131,5,x,inner,j,14538,5562,1.33965038904654,0.925775500633975,8
2132,5,r,chip,n,17581,5560,1.10737922633506,0.800869183014621,5
2133,5,y,evident,j,9301,5558,2.09244500596009,0.94748305890896,8
2134,5,y,processing,n,7630,5558,2.55069868944099,0.874884282960029,9
2135,5,x,attach,v,15774,5555,1.23312579141574,0.89820061984458,9
2136,5,y,dynamics,n,7851,5548,2.4744383023341,0.912285236898731,8
2137,5,x,emotion,n,17459,5547,1.11251008206335,0.918008910061947,8
2138,5,r,export,n,9486,5544,2.04646940292022,0.858010380085515,5
2139,5,r,depict,v,10331,5535,1.87603276122083,0.911177586961571,8
2140,5,r,administer,v,8839,5532,2.19151371077379,0.922941417009706,8
2141,5,x,head,v,45387,5527,0.426405837467219,0.933803579538006,9
2142,5,x,actor,n,28686,5526,0.674537410452614,0.907990465570552,8
2143,5,x,fair,j,30013,5523,0.644363288894838,0.949219279677228,9
2144,5,r,regression,n,5731,5520,3.37266979985306,0.868703472604612,5
2145,5,r,ecological,j,7090,5517,2.7247201489866,0.832860083203844,7
2146,5,y,vessel,n,11902,5517,1.62311089365779,0.862838711933284,7
2147,5,r,particle,n,8418,5516,2.29445999850725,0.750048473334481,3
2148,5,r,criminal,j,20157,5507,0.956652774098589,0.869664244660343,7
2149,5,x,ordinary,j,15812,5500,1.21798247187822,0.926874227616496,9
2150,5,r,poem,n,14951,5496,1.28718697677845,0.821090701633923,6
2151,5,y,efficient,j,11273,5493,1.7062208571961,0.905493625366786,9
2152,5,r,chemical,j,12619,5488,1.52284014412923,0.832322625006844,7
2153,5,x,speaker,n,16557,5485,1.16000573848668,0.933076888682328,9
2154,5,y,practitioner,n,7388,5482,2.5982282411317,0.910587379960727,8
2155,5,r,dispute,n,12886,5479,1.48884102738151,0.872220162699953,7
2156,5,x,purchase,v,17698,5475,1.08324099464992,0.932563108315921,9
2157,5,x,fear,v,23276,5473,0.823345761537732,0.938579619908286,9
2158,5,y,highlight,v,10210,5464,1.87391593003169,0.942728958913069,8
2159,5,x,bit,n,46187,5461,0.414016430575283,0.868099170274427,9
2160,5,y,successfully,r,10474,5461,1.82568043526643,0.948234117287042,9
2161,5,r,stream,n,16490,5460,1.15941026622799,0.837397096384699,9
2162,5,x,plus,i,20514,5457,0.931469753507689,0.932256801029814,9
2163,5,y,complexity,n,8461,5456,2.25796819933527,0.930392498531979,8
2164,5,y,intensity,n,10085,5456,1.89436479271946,0.902799409718717,8
2165,5,x,favor,v,14172,5455,1.34781028405975,0.936384289358192,9
2166,5,x,reasonable,j,14034,5454,1.36081414826948,0.938391632140151,9
2167,5,x,transfer,v,16400,5432,1.15979456106295,0.931370409650154,9
2168,5,y,input,n,7606,5428,2.49889882275948,0.868939811078322,8
2169,5,x,visitor,n,23166,5426,0.820151138226135,0.909091279626447,9
2170,5,r,loan,n,24302,5418,0.780660380096242,0.885054728915168,8
2171,5,x,wonder,v,55428,5417,0.342211643361079,0.94045965591789,9
2172,5,x,sound,v,49348,5416,0.384303424238813,0.95132576415517,9
2173,5,x,ultimate,j,13438,5411,1.4099640895172,0.936405565672673,9
2174,5,x,armed,j,13858,5403,1.3652103278889,0.868565427126448,6
2175,5,r,photograph,v,21643,5403,0.874143359233207,0.835406499695271,7
2176,5,r,theological,j,6438,5402,2.93811480817076,0.7331945352474,4
2177,5,r,Senate,n,41922,5399,0.450958407718153,0.817117474233637,8
2178,5,x,hill,n,43931,5394,0.429937183855491,0.933702611341406,9
2179,5,x,secure,v,14415,5389,1.30905740406179,0.929871202406422,9
2180,5,x,remaining,j,17654,5383,1.06769304102554,0.938853844346485,9
2181,5,x,remind,v,27902,5382,0.675419373427852,0.937037680789668,9
2182,5,r,impairment,n,5836,5381,3.22858974785863,0.768980334600057,4
2183,5,r,fitness,n,9954,5379,1.89220881964447,0.818179600746494,5
2184,5,y,functional,j,7310,5374,2.57421869306924,0.912364898776048,8
2185,5,y,mainly,r,12145,5374,1.54940622859911,0.944553758793129,9
2186,5,r,rate,v,11250,5374,1.67267010189655,0.908048118522799,7
2187,5,x,translate,v,12720,5372,1.47881568149168,0.950553580990543,9
2188,5,x,living,n,30918,5371,0.608287530878234,0.947509293114272,9
2189,5,y,consequently,r,6862,5366,2.73819964081731,0.941003249869577,8
2190,5,x,copy,n,19232,5363,0.976446608186641,0.91925449861487,9
2191,5,x,dozen,m,31198,5362,0.601818051790644,0.914511120119129,8
2192,5,r,magnitude,n,7667,5359,2.44750421457175,0.823896130105247,7
2193,5,x,question,v,19399,5358,0.967138163010497,0.953237168987197,9
2194,5,r,bishop,n,13279,5356,1.41234355346628,0.768434036684456,5
2195,5,x,dry,j,25827,5354,0.725887902920074,0.859695815983828,8
2196,5,y,agriculture,n,10300,5346,1.81742661724942,0.889863455985315,8
2197,5,x,so-called,j,15159,5345,1.23464559461627,0.935544547192321,9
2198,5,y,distribute,v,11583,5345,1.61581564092101,0.936612165914073,9
2199,5,x,lead,n,25355,5344,0.738019758623823,0.906853040424669,9
2200,5,x,gold,n,33706,5338,0.554544634386199,0.92228249304151,8
2201,5,x,employer,n,16261,5335,1.14882090154224,0.924877186842533,9
2202,5,y,myth,n,10768,5334,1.73453520533965,0.919433579646834,8
2203,5,y,scheme,n,11309,5333,1.65124887277534,0.915619340858761,9
2204,5,r,utilize,v,7184,5332,2.59889642446205,0.919074578735671,8
2205,5,r,egg,n,30682,5326,0.607830727463971,0.823542464042249,8
2206,5,x,driver,n,34074,5320,0.546705782906725,0.864299282216438,9
2207,5,x,occasion,n,15827,5314,1.1756772170012,0.938315367429561,8
2208,5,y,ethics,n,10739,5312,1.73204582695931,0.914838606554459,8
2209,5,y,vital,j,11734,5310,1.58457788971826,0.9543930792489,9
2210,5,x,concentrate,v,14977,5307,1.24076465188697,0.946995745073838,9
2211,5,y,exceed,v,10052,5303,1.84728669277629,0.924337230602761,9
2212,5,y,summary,n,7450,5293,2.48777314724531,0.938183234294358,8
2213,5,y,manufacturing,n,10551,5291,1.7559384673695,0.876699147101945,7
2214,5,y,format,n,8469,5290,2.1872009895306,0.879655699685702,9
2215,5,r,divine,j,7735,5284,2.39203563633469,0.805910177478823,5
2216,5,x,hall,n,41157,5282,0.449386312639086,0.934366091142906,9
2217,5,x,politician,n,22067,5282,0.838147118742324,0.899420675604747,8
2218,5,x,maker,n,15496,5281,1.1933331750391,0.906124507546462,9
2219,5,y,technological,j,8347,5277,2.21371564932095,0.906009053425082,9
2220,5,r,parental,j,7782,5276,2.37398906913403,0.844473113584405,7
2221,5,r,liberty,n,12462,5275,1.48217632379394,0.875322934293039,7
2222,5,x,last,v,22942,5274,0.804959452455719,0.932657105194971,9
2223,5,y,convert,v,11759,5273,1.57019118712119,0.886887631907125,9
2224,5,x,column,n,18300,5272,1.00876374756706,0.905114154021841,9
2225,5,x,request,n,17604,5267,1.04765216064942,0.938448375493643,9
2226,5,x,chain,n,21219,5263,0.868507577197249,0.913944936445888,9
2227,5,x,overcome,v,12804,5260,1.43848465431939,0.951770453856181,8
2228,5,r,disk,n,8194,5248,2.24265785298192,0.748774216111506,4
2229,5,r,herself,p,57318,5246,0.32048109266848,0.920383016692005,9
2230,5,x,half,n,23880,5244,0.76894187989154,0.947950611501662,9
2231,5,y,database,n,8852,5243,2.07397542961241,0.857806839577642,9
2232,5,y,innovation,n,9016,5240,2.03508493082144,0.927880171467865,9
2233,5,y,obligation,n,11353,5234,1.61431482453979,0.920795878832847,9
2234,5,r,theater,n,35604,5234,0.514754415318511,0.878062852205409,9
2235,5,r,fresh,j,40572,5232,0.451550651317123,0.912040546065703,9
2236,5,x,permanent,j,14399,5230,1.27184595093245,0.935628986675046,9
2237,5,y,demographic,j,6775,5229,2.70255472451593,0.885946809585746,7
2238,5,x,middle,n,32971,5229,0.555330692384078,0.950930018499392,9
2239,5,x,affiliation,n,12388,5227,1.47746247019967,0.923115915943875,9
2240,5,x,bay,n,30545,5226,0.599093255588558,0.830964611088977,8
2241,5,r,tribe,n,11703,5216,1.56065005580986,0.829350767001007,6
2242,5,y,inquiry,n,9826,5215,1.85841502282331,0.93050975497523,8
2243,5,x,outside,j,18003,5214,1.01412455842809,0.95061746591882,9
2244,5,x,violent,j,16985,5202,1.07243246151364,0.922681421082082,8
2245,5,r,Israeli,j,19414,5200,0.937893385239892,0.860494756426473,6
2246,5,x,aggressive,j,14112,5197,1.28952362630416,0.934360652232037,9
2247,5,r,analyst,n,25247,5193,0.720234129159127,0.877279960965039,8
2248,5,r,acid,n,10442,5190,1.74039899370212,0.83040702430517,4
2249,5,x,roughly,r,13401,5186,1.35506603512527,0.900951010311231,9
2250,5,x,no,p,37912,5180,0.478429795405884,0.951561035631737,9
2251,5,x,abandon,v,16540,5180,1.09662819851438,0.934204462142148,9
2252,5,y,output,n,7488,5179,2.42183878399398,0.871060785141257,9
2253,5,x,shoot,v,57405,5178,0.315847525923977,0.913229281672839,8
2254,5,x,either,d,18639,5174,0.972006055590001,0.944745034703262,9
2255,5,x,payment,n,18137,5172,0.998523333096989,0.925190309133763,8
2256,5,r,collaboration,n,7724,5165,2.34149489515967,0.91728272866712,8
2257,5,y,etc,r,10797,5164,1.6747434455249,0.951093207284666,9
2258,5,r,cash,n,23227,5161,0.77804710960044,0.866453472181715,8
2259,5,x,found,v,13358,5161,1.35287469791057,0.942745545039951,9
2260,5,r,meaningful,j,8504,5160,2.12467058158613,0.941746909954379,8
2261,5,x,guy,n,127712,5149,0.141174526654643,0.933044579116786,9
2262,5,x,resist,v,14293,5147,1.260944376293,0.93607704005871,9
2263,5,x,tie,n,19235,5144,0.936426992654688,0.915076194248134,9
2264,5,y,bias,n,8076,5141,2.22903274356984,0.92120095497458,8
2265,5,r,drink,v,34617,5141,0.520023931509663,0.913430592607399,9
2266,5,y,extension,n,10528,5140,1.70955232220641,0.922137028756039,8
2267,5,x,excellent,j,17451,5139,1.03115381693359,0.931226683681964,9
2268,5,x,coverage,n,21727,5138,0.828055583855438,0.935289820445308,9
2269,5,r,habitat,n,10597,5134,1.69643836131954,0.766252477734194,4
2270,5,x,delivery,n,12368,5132,1.45295554148943,0.934143012615492,9
2271,5,y,empirical,j,5582,5127,3.21616735806815,0.916168062178833,8
2272,5,r,chronic,j,8916,5125,2.01274596399445,0.838280116489394,7
2273,5,x,quarter,n,29343,5123,0.611343074573579,0.947192628564349,9
2274,5,x,gun,n,50929,5111,0.35140334133089,0.886479023250642,8
2275,5,y,guide,v,11458,5111,1.56193234165133,0.951574489087423,9
2276,5,y,widespread,j,9978,5110,1.79325708376026,0.93447787102486,8
2277,5,r,cloud,n,20976,5107,0.852527384397264,0.786126752040973,6
2278,5,y,prominent,j,11793,5102,1.51489073778616,0.939154196981273,9
2279,5,r,fiction,n,12856,5079,1.38336729359442,0.822410683533266,7
2280,5,x,height,n,18891,5076,0.940874763633842,0.910187331485353,9
2281,5,x,bind,v,14096,5072,1.2599360672732,0.936940176260918,9
2282,5,x,correlate,v,5541,5072,3.20520823033442,0.901382800246195,6
2283,5,x,promise,n,18833,5061,0.940983450676597,0.943075595906111,9
2284,5,x,route,n,19811,5057,0.8938233794896,0.921315511502215,9
2285,5,x,prime,j,24178,5053,0.731802821389056,0.906947301454571,9
2286,5,x,bottom,n,26768,5053,0.660995540030805,0.878648252426504,9
2287,5,x,peak,n,15657,5053,1.13007144507534,0.8718280943637851,8
2288,5,x,package,n,23766,5052,0.744341791915494,0.888493005192862,9
2289,5,x,forth,r,20889,5050,0.846523234664258,0.94657438755777,9
2290,5,y,nonetheless,r,9785,5049,1.80679839141755,0.944461556937476,9
2291,5,x,evening,n,44324,5047,0.398712189384053,0.919941545107976,9
2292,5,x,front,n,26463,5043,0.667290659665755,0.913652809103625,9
2293,5,r,phrase,n,13544,5043,1.30378859470872,0.904634737427231,8
2294,5,r,attorney,n,42625,5042,0.414193809685722,0.834239725158183,6
2295,5,x,likely,r,12938,5042,1.36458580444071,0.944618879373283,9
2296,5,x,cross,v,29786,5041,0.592610943026017,0.932445346841283,9
2297,5,x,worry,v,43834,5038,0.402450261950313,0.952675892159905,9
2298,5,y,logic,n,9306,5037,1.89528295652795,0.923122396603843,7
2299,5,x,library,n,24266,5032,0.726118653632416,0.925662791382397,9
